10 digit HTS,10 digit HTS Description,APHIS Flag,APHIS Flag Description,APHIS Primary Category Type,Category Code,APHIS Operational Program,Category Code Description,APHIS Secondary Category Type
5102.19.90.00,"OTHER FINE ANIMAL HAIR-PROCESSED, NOT CARDED OR COMBED",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5102.19.80.00,"OTHER,FUR,PREPARED FOR HATTERS' USE",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5102.19.60.60,"OTHER FINE ANIMAL HAIR, UNPROCESSED, NOT CARDED OR COMBED",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5102.19.60.30,"ANGORA GOAT HAIR-FINE-UNPROCESSED, NOT CARDED OR COMBED",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5102.19.20.00,"CAMEL HAIR, FINE, UNPROCESSED, NOT CARDED OR COMBED",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5102.11.90.00,"OF KASHMERE (CASHMERE)GOAT,FINE COARSE ANMIM HAIR,OTHER",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5102.11.10.00,"CASHMERE GOAT HAIR-FINE-UNPROCESSED,NOT PROCESSED",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.30.70.00,"CARBONIZED PROCESSED WOOL, NOT CARDED OR COMBED",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.30.65.00,"CARBONIZED PROCESSED WOOL, UNIMPROVED, NOT FINER THAN 46S",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.30.40.00,CARBONIZED UNPROCESSED WOOL FINER THAN 46S,AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.30.30.00,CARBONIZED UNPROCESSED WOOL FINER THAN 44S =< 46S,AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.30.15.00,"CARBONIZED UNPROCESSED WOOL, FINER THAN 40S, N/FINER 44S",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.30.10.00,"CARBONIZED UNPROCESSED WOOL, N/FINER THAN 40S; UNIMPROVED WL",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.29.70.00,OTHER DEGREASED PROCESSED WOOL,AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.29.65.00,"OTHER DEGREASED PROCESSED WOOL,UNIMPROVED,NOT FINER THAN 46S",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.29.40.60,OTHER DEGREASED WOOL-UNPROCESSED-FINER THAN 58S,AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.29.40.30,OTHER DEGREASED WOOL-UNPROCESSED-NOT FINER THAN 58S,AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.29.35.00,OTHER DEGREASED WOOL-UNPROCESSED-FINER THAN 44S,AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.29.30.00,"OTHER DEGREASED WOOL-UNPROCESSED, FINER THAN 40S BUT =<44S",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.29.15.00,OTHER DEGREASED WOOL-UNPROCESSED =<40S; UNIMPROVED WOOL,AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.29.10.00,OTHER DEGREASED WOOL-UNPROCESSED-SPECIAL USE- =<46S,AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.21.70.00,"WOOL, DEGREASED, SHORN, OTHER",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.21.65.00,"WOOL, DEGREASED, SHORN, UNIMPROVED, NOT FINER THAN 46S",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.21.40.60,OTHER DEGREASED SHORN WOOL-UNPROCESSED-FINER THAN 58S,AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.21.40.30,OTHER DEGREASED SHORN WOOL-UNPROCESSED-N/FINER THAN 58S,AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.21.35.00,"DEGREASED SHORN WOOL-UNPROCESSED-FINER THAN 44S, N/CARDED",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.21.30.00,DEGREASED SHORN WOOL-UNPROCESSED-FINER THAN 40S =<44S,AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.21.15.00,"DEGRSED SHORN WOOL-UNPROCESSED-FINENESS,=<40S,UNIMPROVED",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.21.10.00,"DEGRSED SHORN WOOL-UNPROCESSED-SPECIAL USE-UNIMPROVED,=<46S",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.19.60.60,"OTHER GREASY WOOL, FINER THAN 58S,NOT CARDED/COMBED",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.19.60.30,"OTHER GREASY WOOL, N/CARDED, NOT FINER THAN 58S",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.19.50.00,"OTHER GREASY WOOL, FINER THAN 44S, N/CARDED OR COMBED",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.19.40.00,"OTHER GREASY WOOL, FINER THAN 40S, N/FINER THAN 44S,UNIMPRVD",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.19.20.00,"OTHER GREASY WOOL, NOT FINER THAN 40S; UNIMPROVED WOOL",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.19.10.00,"OTHER GREASY WOOL FOR SPECIAL USES, NOT FINER THAN 46S",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.11.60.60,N/CARDED WOOL-SHORN-GREASY-FINER THAN 58S,AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.11.60.30,"N/CARDED WOOL-SHORN-GREASY, NOT FINER THAN 58S",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.11.50.00,N/CARDED WOOL-SHORN-GREEASY-UNIMPROVED-FINER THAN 44S,AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.11.40.00,"N/CARDED WOOL-SHORN-GREASY- FINER THAN 40S, N/FINER THAN 44S",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.11.20.00,N/CARDED WOOL-SHORN-GREASY-UNIMPROVED OR =<40S,AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5101.11.10.00,"N/CRD WL-SHRN-GRSY-UNIMPROVED =<46S, FOR SPECIAL USES",AQ1,APHIS Data May Be Required,AP0300 Animal Product,315,VS,Hides and Related By Product,N/A
5001.00.00.00,SILKWORM COCOONS SUITABLE FOR REELING ,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.90.00.00,OTHER ,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.19.80.00,OF VEGETABLE MATERIALS: OTHER: OTHER:  OTHER: OTHER ,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.19.60.00,OF VEGETABLE MATERIALS: OTHER: OTHER:  OTHER: WICKERWORK ,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.19.45.00,OF VEGETABLE MATERIALS: OTHER: OTHER:  OF WILLOW OR WOOD: OTHER ,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.19.35.00,OF VEGETABLE MATERIALS: OTHER: OTHER:  OF WILLOW OR WOOD: WICKERWORK ,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.19.29.40,"OF VEGETABLE MATERIALS: OTHER: LUGGAGE, HANDBAGS AND FLATGOODS, WHETHER OR NOT LINED: OTHER OTHER ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.19.29.20,"OF VEGETABLE MATERIALS: OTHER: LUGGAGE, HANDBAGS AND FLATGOODS, WHETHER OR NOT LINED: OTHER HANDBAGS ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.19.25.00,"OF VEGETABLE MATERIALS: OTHER: LUGGAGE, HANDBAGS AND FLATGOODS, WHETHER OR NOT LINED: OF PALM LEAF: ARTICLES OF A KIND NORMALLY CARRIED IN THE POCKET OR IN THE HANDBAG ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.19.23.00,"OF VEGETABLE MATERIALS: OTHER: LUGGAGE, HANDBAGS AND FLATGOODS, WHETHER OR NOT LINED: OF PALM LEAF: OTHER ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.19.22.00,"OF VEGETABLE MATERIALS: OTHER: LUGGAGE, HANDBAGS AND FLATGOODS, WHETHER OR NOT LINED: OF WILLOW ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.19.18.00,"OF VEGETABLE MATERIALS: OTHER: OTHER BASKETS AND BAGS, WHETHER OR NOT LINED: OTHER: OTHER ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.19.17.00,"OF VEGETABLE MATERIALS: OTHER: OTHER BASKETS AND BAGS, WHETHER OR NOT LINED: OTHER: WICKERWORK ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.19.16.00,"OF VEGETABLE MATERIALS: OTHER: OTHER BASKETS AND BAGS, WHETHER OR NOT LINED: OF PALM LEAF: OTHER",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.19.14.00,"OF VEGETABLE MATERIALS: OTHER: OTHER BASKETS AND BAGS, WHETHER OR NOT LINED: OF PALM LEAF: WICKERWORK ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.19.12.00,"OF VEGETABLE MATERIALS: OTHER: OTHER BASKETS AND BAGS, WHETHER OR NOT LINED: OF WILLOW ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.19.05.00,OF VEGETABLE MATERIALS: OTHER: FISHING BASKETS OR CREELS ,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.12.45.00,OF VEGETABLE MATERIALS: OF RATTAN: OTHER: OTHER,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.12.35.00,OF VEGETABLE MATERIALS: OF RATTAN: OTHER: WICKERWORK ,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.12.25.00,"OF VEGETABLE MATERIALS: OF RATTAN: LUGGAGE, HANDBAGS AND FLATGOODS, WHETHER OR NOT LINED: OTHER",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.12.23.00,"OF VEGETABLE MATERIALS: OF RATTAN: LUGGAGE, HANDBAGS AND FLATGOODS, WHETHER OR NOT LINED: ARTICLES OF A KIND NORMALLY CARRIED IN THE POCKET OR IN THE HANDBAG ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.12.16.00,"OF VEGETABLE MATERIALS: OF RATTAN: OTHER BASKETS AND BAGS, WHETHER OR NOT LINED: OTHER",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.12.14.00,"OF VEGETABLE MATERIALS: OF RATTAN: OTHER BASKETS AND BAGS, WHETHER OR NOT LINED: WICKERWORK ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.12.05.00,OF VEGETABLE MATERIALS: OF RATTAN: FISHING BASKETS OR CREELS ,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.11.45.00,OF VEGETABLE MATERIALS: OF BAMBOO: OTHER: OTHER,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.11.35.00,OF VEGETABLE MATERIALS: OF BAMBOO: OTHER: WICKERWORK ,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.11.21.00,"OF VEGETABLE MATERIALS: OF BAMBOO: LUGGAGE, HANDBAGS AND FLATGOODS, WHETHER OR NOT LINED ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.11.09.00,"OF VEGETABLE MATERIALS: OF BAMBOO: OTHER BASKETS AND BAGS, WHETHER OR NOT LINED: OTHER ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.11.07.00,"OF VEGETABLE MATERIALS: OF BAMBOO: OTHER BASKETS AND BAGS, WHETHER OR NOT LINED: WICKERWORK ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4602.11.05.00,OF VEGETABLE MATERIALS: OF BAMBOO: FISHING BASKETS OR CREELS ,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4601.99.90.00,OTHER: OTHER: OTHER ,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4601.99.05.00,"OTHER: OTHER: PLAITS AND SIMILAR PRODUCTS OF PLAITING MATERIALS, WHETHER OR NOT ASSEMBLED INTO STRIPS ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4601.94.40.00,OTHER: OF OTHER VEGETABLE MATERIALS: OTHER: OTHER ,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4601.94.20.00,OTHER: OF OTHER VEGETABLE MATERIALS: OTHER: OF WILLOW OR WOOD ,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4601.94.05.00,"OTHER: OF OTHER VEGETABLE MATERIALS: PLAITS AND SIMILAR PRODUCTS OF PLAITING MATERIALS, WHETHER OR NOT ASSEMBLED INTO STRIPS ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4601.93.20.00,OTHER: OF RATTAN: OTHER ,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4601.93.05.00,"OTHER: OF RATTAN: PLAITS AND SIMILAR PRODUCTS OF PLAITING MATERIALS, WHETHER OR NOT ASSEMBLED INTO STRIPS OTHER",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4601.93.01.00,OTHER: OF RATTAN: WEBBING ,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4601.92.20.00,OTHER: OF BAMBOO: OTHER,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4601.92.05.00,"OTHER: OF BAMBOO: PLAITS AND SIMILAR PRODUCTS OF PLAITING MATERIALS, WHETHER OR NOT ASSEMBLED INTO STRIPS ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4601.29.90.00,"MATS, MATTING AND SCREENS OF VEGETABLE MATERIALS: OTHER: OTHER: OTHER ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4601.29.80.00,"MATS, MATTING AND SCREENS OF VEGETABLE MATERIALS: OTHER: OTHER: FLOOR COVERINGS ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4601.29.60.00,"MATS, MATTING AND SCREENS OF VEGETABLE MATERIALS: OTHER: WOVEN OR PARTLY ASSEMBLED: OTHER ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4601.29.40.00,"MATS, MATTING AND SCREENS OF VEGETABLE MATERIALS: OTHER: WOVEN OR PARTLY ASSEMBLED: OF WILLOW ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4601.22.90.00,"MATS, MATTING AND SCREENS OF VEGETABLE MATERIALS: OF RATTAN: OTHER: OTHER ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4601.22.80.00,"MATS, MATTING AND SCREENS OF VEGETABLE MATERIALS: OF RATTAN: OTHER: FLOOR COVERINGS ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4601.22.40.00,"MATS, MATTING AND SCREENS OF VEGETABLE MATERIALS: OF RATTAN: WOVEN OR PARTLY ASSEMBLED ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4601.21.90.00,"MATS, MATTING AND SCREENS OF VEGETABLE MATERIALS: OF BAMBOO: OTHER; OTHER",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4601.21.80.00,"MATS, MATTING AND SCREENS OF VEGETABLE MATERIALS: OF BAMBOO: OTHER; FLOOR COVERINGS ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,717,PPQ,Processed or dried plant materials,N/A
4601.21.40.00,"MATS, MATTING AND SCREENS OF VEGETABLE MATERIALS: OF BAMBOO: WOVEN OR PARTLY ASSEMBLED ",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,722,PPQ,Wood Products,N/A
4504.90.00.00,OTHER AGGLOMERATED CORK WITH OR WITHOUT A BINDING SUBSTANCE,AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,722,PPQ,Wood Products,N/A
4504.10.50.00,"OTHER BLOCKS, PLATES, SHEETS AND STRIPS OF AGGLOMERATED CORK",AQ1,APHIS Data May Be Required,AP0700 Miscellaneous Processed Product,722,PPQ,Wood Products,N/A
